#hitrate for every 3 months, used to describe the variation of hit rate with time
#project: 1, total_files: 116820, total_files_alive: 2575, cacheTableSize: 0, cachesize: 520, blocksize: 520, prefetchsize: 130, cache replacement policy: LRU
Month,HitRate,NumCommits,NumFiles
3,82.61,551,3156
6,84.42,1078,3228
9,85.74,1942,3345
12,87.01,2784,3664
15,87.09,3318,4724
18,87.33,4108,5003
21,86.01,5197,5731
24,86.32,5830,5810
27,86.41,6563,5916
30,86.82,7357,7095
33,85.27,8473,9432
36,85.74,9489,10290
39,85.74,10073,10945
42,86.0,11097,11585
45,84.8,11932,12512
48,84.55,12875,13650
51,84.6,13534,14218
54,84.94,14203,15137
57,85.16,15159,15959
60,85.05,15765,16430
63,85.04,16044,16543
66,85.05,16595,16773
69,84.98,17191,17081
72,85.02,17659,17717
75,85.04,18040,18002
78,85.08,18419,18353
81,85.16,18770,18580
84,84.38,19247,19980
87,84.38,19602,20072
90,84.37,19910,20171
93,84.0,20190,20268
96,84.04,20392,20415
99,84.01,20630,20680
102,84.04,20953,21116
105,84.1,21390,21435
108,84.1,21654,21625
111,84.16,21844,21854
114,84.2,21998,21955
117,84.27,22369,22283
120,84.33,22644,22458
123,84.49,22838,22841
126,84.51,22981,23048
129,84.61,23156,23168
132,84.68,23320,23402
135,84.73,23502,23606
138,84.78,23656,23756
141,84.93,24030,24096
144,85.0,24218,24179
147,85.11,24461,24267
150,85.33,24865,24609
153,85.49,25394,25127
156,85.5,25520,25201
159,85.52,25745,25471
162,85.6,25967,25679
165,85.7,26107,26248
168,85.71,26195,26344
171,85.72,26357,26513
174,85.74,26505,26648
177,85.77,26671,26870
180,85.76,26759,26930
